geo_level,province,district,caste,sex,rowtotal,a_readwrite,b_readonly,c_noreadwrite,d_notstd,literacy_rate,literacy_rate_male,literacy_rate_female,literacy_rate_gap_pts
district,Bagmati,Kathmandu,Bhumihar,Female,205,198,2,5,0,96.58536585,97.83393502,96.58536585,1.25
district,Bagmati,Kathmandu,Bhumihar,Male,277,271,0,6,0,97.83393502,97.83393502,96.58536585,1.25
district,Bagmati,Kathmandu,Bhumihar,Total,482,469,2,11,0,97.30290456,97.83393502,96.58536585,1.25
district,Bagmati,Kathmandu,Bin,Female,76,65,0,11,0,85.52631579,92.45283019,85.52631579,6.93
district,Bagmati,Kathmandu,Bin,Male,106,98,0,8,0,92.45283019,92.45283019,85.52631579,6.93
district,Bagmati,Kathmandu,Bin,Total,182,163,0,19,0,89.56043956,92.45283019,85.52631579,6.93
district,Bagmati,Kathmandu,Bishwokarma,Female,14657,11957,79,2620,1,81.57876782,91.08548087,81.57876782,9.51
district,Bagmati,Kathmandu,Bishwokarma,Male,16647,15163,62,1422,0,91.08548087,91.08548087,81.57876782,9.51
district,Bagmati,Kathmandu,Bishwokarma,Total,31304,27120,141,4042,1,86.63429594,91.08548087,81.57876782,9.51
district,Bagmati,Kathmandu,Bote,Female,150,106,0,44,0,70.66666667,88,70.66666667,17.33
district,Bagmati,Kathmandu,Bote,Male,150,132,2,16,0,88,88,70.66666667,17.33
district,Bagmati,Kathmandu,Bote,Total,300,238,2,60,0,79.33333333,88,70.66666667,17.33
district,Bagmati,Kathmandu,Brahman - Hill,Female,208294,184741,1347,22202,4,88.69242513,97.39522504,88.69242513,8.7
district,Bagmati,Kathmandu,Brahman - Hill,Male,214913,209315,506,5089,3,97.39522504,97.39522504,88.69242513,8.7
district,Bagmati,Kathmandu,Brahman - Hill,Total,423207,394056,1853,27291,7,93.11188142,97.39522504,88.69242513,8.7
district,Bagmati,Kathmandu,Brahman - Tarai,Female,4247,3918,19,310,0,92.25335531,96.58666667,92.25335531,4.33
district,Bagmati,Kathmandu,Brahman - Tarai,Male,5625,5433,9,183,0,96.58666667,96.58666667,92.25335531,4.33
district,Bagmati,Kathmandu,Brahman - Tarai,Total,9872,9351,28,493,0,94.72244733,96.58666667,92.25335531,4.33
district,Bagmati,Kathmandu,Byasi/Sauka,Female,117,105,1,11,0,89.74358974,99.3902439,89.74358974,9.65
district,Bagmati,Kathmandu,Byasi/Sauka,Male,164,163,0,1,0,99.3902439,99.3902439,89.74358974,9.65
district,Bagmati,Kathmandu,Byasi/Sauka,Total,281,268,1,12,0,95.37366548,99.3902439,89.74358974,9.65
district,Bagmati,Kathmandu,Chai/Khulaut,Female,3,3,0,0,0,100,100,100,0
district,Bagmati,Kathmandu,Chai/Khulaut,Male,7,7,0,0,0,100,100,100,0
district,Bagmati,Kathmandu,Chai/Khulaut,Total,10,10,0,0,0,100,100,100,0
district,Bagmati,Kathmandu,Chamar/Harijan/Ram,Female,305,193,0,112,0,63.27868852,79.36210131,63.27868852,16.08
district,Bagmati,Kathmandu,Chamar/Harijan/Ram,Male,533,423,1,109,0,79.36210131,79.36210131,63.27868852,16.08
district,Bagmati,Kathmandu,Chamar/Harijan/Ram,Total,838,616,1,221,0,73.50835322,79.36210131,63.27868852,16.08
district,Bagmati,Kathmandu,Chamling,Female,405,369,4,32,0,91.11111111,96.8503937,91.11111111,5.74
district,Bagmati,Kathmandu,Chamling,Male,381,369,1,11,0,96.8503937,96.8503937,91.11111111,5.74
district,Bagmati,Kathmandu,Chamling,Total,786,738,5,43,0,93.89312977,96.8503937,91.11111111,5.74
district,Bagmati,Kathmandu,Chepang/Praja,Female,472,378,3,91,0,80.08474576,86.2704918,80.08474576,6.19
district,Bagmati,Kathmandu,Chepang/Praja,Male,488,421,3,64,0,86.2704918,86.2704918,80.08474576,6.19
district,Bagmati,Kathmandu,Chepang/Praja,Total,960,799,6,155,0,83.22916667,86.2704918,80.08474576,6.19
district,Bagmati,Kathmandu,Chhantyal/Chhantel,Female,619,499,5,115,0,80.61389338,94.45438283,80.61389338,13.84
district,Bagmati,Kathmandu,Chhantyal/Chhantel,Male,559,528,1,30,0,94.45438283,94.45438283,80.61389338,13.84
district,Bagmati,Kathmandu,Chhantyal/Chhantel,Total,1178,1027,6,145,0,87.18166384,94.45438283,80.61389338,13.84
district,Bagmati,Kathmandu,Chidimar,Female,7,4,0,3,0,57.14285714,50,57.14285714,-7.14
district,Bagmati,Kathmandu,Chidimar,Male,12,6,0,6,0,50,50,57.14285714,-7.14
district,Bagmati,Kathmandu,Chidimar,Total,19,10,0,9,0,52.63157895,50,57.14285714,-7.14
district,Bagmati,Kathmandu,Chumba/Nubri,Female,120,97,0,23,0,80.83333333,95.20547945,80.83333333,14.37
district,Bagmati,Kathmandu,Chumba/Nubri,Male,146,139,0,7,0,95.20547945,95.20547945,80.83333333,14.37
district,Bagmati,Kathmandu,Chumba/Nubri,Total,266,236,0,30,0,88.72180451,95.20547945,80.83333333,14.37
district,Bagmati,Kathmandu,Danuwar,Female,670,529,5,136,0,78.95522388,88.24324324,78.95522388,9.29
district,Bagmati,Kathmandu,Danuwar,Male,740,653,9,78,0,88.24324324,88.24324324,78.95522388,9.29
district,Bagmati,Kathmandu,Danuwar,Total,1410,1182,14,214,0,83.82978723,88.24324324,78.95522388,9.29
district,Bagmati,Kathmandu,Darai,Female,147,119,1,27,0,80.95238095,94.11764706,80.95238095,13.17
district,Bagmati,Kathmandu,Darai,Male,136,128,1,7,0,94.11764706,94.11764706,80.95238095,13.17
district,Bagmati,Kathmandu,Darai,Total,283,247,2,34,0,87.27915194,94.11764706,80.95238095,13.17
district,Bagmati,Kathmandu,Dev,Female,174,158,2,14,0,90.8045977,96.3963964,90.8045977,5.59
district,Bagmati,Kathmandu,Dev,Male,222,214,0,8,0,96.3963964,96.3963964,90.8045977,5.59
district,Bagmati,Kathmandu,Dev,Total,396,372,2,22,0,93.93939394,96.3963964,90.8045977,5.59
district,Bagmati,Kathmandu,Dhandi,Female,15,11,1,3,0,73.33333333,87.5,73.33333333,14.17
district,Bagmati,Kathmandu,Dhandi,Male,16,14,1,1,0,87.5,87.5,73.33333333,14.17
district,Bagmati,Kathmandu,Dhandi,Total,31,25,2,4,0,80.64516129,87.5,73.33333333,14.17
district,Bagmati,Kathmandu,Dhanuk,Female,456,381,6,69,0,83.55263158,89.53880765,83.55263158,5.99
district,Bagmati,Kathmandu,Dhanuk,Male,889,796,2,91,0,89.53880765,89.53880765,83.55263158,5.99
district,Bagmati,Kathmandu,Dhanuk,Total,1345,1177,8,160,0,87.50929368,89.53880765,83.55263158,5.99
district,Bagmati,Kathmandu,Dhimal,Female,311,237,0,74,0,76.20578778,89.09774436,76.20578778,12.89
district,Bagmati,Kathmandu,Dhimal,Male,266,237,3,26,0,89.09774436,89.09774436,76.20578778,12.89
district,Bagmati,Kathmandu,Dhimal,Total,577,474,3,100,0,82.14904679,89.09774436,76.20578778,12.89
district,Bagmati,Kathmandu,Dhobi,Female,198,149,3,46,0,75.25252525,88.58024691,75.25252525,13.33
district,Bagmati,Kathmandu,Dhobi,Male,324,287,2,35,0,88.58024691,88.58024691,75.25252525,13.33
district,Bagmati,Kathmandu,Dhobi,Total,522,436,5,81,0,83.52490421,88.58024691,75.25252525,13.33
district,Bagmati,Kathmandu,Dhunia,Female,33,23,0,10,0,69.6969697,86.84210526,69.6969697,17.15
district,Bagmati,Kathmandu,Dhunia,Male,38,33,1,4,0,86.84210526,86.84210526,69.6969697,17.15
district,Bagmati,Kathmandu,Dhunia,Total,71,56,1,14,0,78.87323944,86.84210526,69.6969697,17.15
district,Bagmati,Kathmandu,Dolpo,Female,198,161,0,37,0,81.31313131,93.19148936,81.31313131,11.88
district,Bagmati,Kathmandu,Dolpo,Male,235,219,0,16,0,93.19148936,93.19148936,81.31313131,11.88
district,Bagmati,Kathmandu,Dolpo,Total,433,380,0,53,0,87.75981524,93.19148936,81.31313131,11.88
district,Bagmati,Kathmandu,Dom,Female,46,30,3,13,0,65.2173913,93.75,65.2173913,28.53
district,Bagmati,Kathmandu,Dom,Male,48,45,1,2,0,93.75,93.75,65.2173913,28.53
district,Bagmati,Kathmandu,Dom,Total,94,75,4,15,0,79.78723404,93.75,65.2173913,28.53
district,Bagmati,Kathmandu,Dura,Female,199,175,0,24,0,87.93969849,97.60479042,87.93969849,9.67
district,Bagmati,Kathmandu,Dura,Male,167,163,0,4,0,97.60479042,97.60479042,87.93969849,9.67
district,Bagmati,Kathmandu,Dura,Total,366,338,0,28,0,92.34972678,97.60479042,87.93969849,9.67
district,Bagmati,Kathmandu,Dusadh/Pasawan/Pasi,Female,238,170,1,67,0,71.42857143,78.83008357,71.42857143,7.4
district,Bagmati,Kathmandu,Dusadh/Pasawan/Pasi,Male,359,283,0,76,0,78.83008357,78.83008357,71.42857143,7.4
district,Bagmati,Kathmandu,Dusadh/Pasawan/Pasi,Total,597,453,1,143,0,75.87939698,78.83008357,71.42857143,7.4
district,Bagmati,Kathmandu,Gaderi/Bhediyar,Female,47,37,2,8,0,78.72340426,95.65217391,78.72340426,16.93
district,Bagmati,Kathmandu,Gaderi/Bhediyar,Male,69,66,0,3,0,95.65217391,95.65217391,78.72340426,16.93
district,Bagmati,Kathmandu,Gaderi/Bhediyar,Total,116,103,2,11,0,88.79310345,95.65217391,78.72340426,16.93
district,Bagmati,Kathmandu,Gaine,Female,153,114,3,36,0,74.50980392,87.31343284,74.50980392,12.8
district,Bagmati,Kathmandu,Gaine,Male,134,117,1,16,0,87.31343284,87.31343284,74.50980392,12.8
district,Bagmati,Kathmandu,Gaine,Total,287,231,4,52,0,80.48780488,87.31343284,74.50980392,12.8
district,Bagmati,Kathmandu,Gangai,Female,41,27,0,14,0,65.85365854,90,65.85365854,24.15
district,Bagmati,Kathmandu,Gangai,Male,40,36,0,4,0,90,90,65.85365854,24.15
district,Bagmati,Kathmandu,Gangai,Total,81,63,0,18,0,77.77777778,90,65.85365854,24.15
district,Bagmati,Kathmandu,Ghale,Female,2190,1787,20,383,0,81.59817352,93.40074508,81.59817352,11.8
district,Bagmati,Kathmandu,Ghale,Male,1879,1755,10,114,0,93.40074508,93.40074508,81.59817352,11.8
district,Bagmati,Kathmandu,Ghale,Total,4069,3542,30,497,0,87.04841484,93.40074508,81.59817352,11.8
district,Bagmati,Kathmandu,Gharti/Bhujel,Female,2294,1843,25,426,0,80.34001744,92.24904701,80.34001744,11.91
district,Bagmati,Kathmandu,Gharti/Bhujel,Male,2361,2178,12,170,1,92.24904701,92.24904701,80.34001744,11.91
district,Bagmati,Kathmandu,Gharti/Bhujel,Total,4655,4021,37,596,1,86.38023631,92.24904701,80.34001744,11.91
district,Bagmati,Kathmandu,Gurung,Female,26477,21948,187,4339,3,82.89458776,93.56321839,82.89458776,10.67
district,Bagmati,Kathmandu,Gurung,Male,23055,21571,89,1395,0,93.56321839,93.56321839,82.89458776,10.67
district,Bagmati,Kathmandu,Gurung,Total,49532,43519,276,5734,3,87.86037309,93.56321839,82.89458776,10.67
district,Bagmati,Kathmandu,Hajam/Thakur,Female,1249,1009,13,227,0,80.7846277,90.67410035,80.7846277,9.89
district,Bagmati,Kathmandu,Hajam/Thakur,Male,1973,1789,16,168,0,90.67410035,90.67410035,80.7846277,9.89
district,Bagmati,Kathmandu,Hajam/Thakur,Total,3222,2798,29,395,0,86.84047176,90.67410035,80.7846277,9.89
district,Bagmati,Kathmandu,Haluwai,Female,268,231,1,36,0,86.19402985,90.74074074,86.19402985,4.55
district,Bagmati,Kathmandu,Haluwai,Male,378,343,3,32,0,90.74074074,90.74074074,86.19402985,4.55
district,Bagmati,Kathmandu,Haluwai,Total,646,574,4,68,0,88.85448916,90.74074074,86.19402985,4.55
district,Bagmati,Kathmandu,Hayu,Female,42,37,1,4,0,88.0952381,92.85714286,88.0952381,4.76
district,Bagmati,Kathmandu,Hayu,Male,42,39,0,3,0,92.85714286,92.85714286,88.0952381,4.76
district,Bagmati,Kathmandu,Hayu,Total,84,76,1,7,0,90.47619048,92.85714286,88.0952381,4.76
district,Bagmati,Kathmandu,Hyolmo/Yholmopa,Female,1610,1160,13,437,0,72.04968944,87.26287263,72.04968944,15.21
district,Bagmati,Kathmandu,Hyolmo/Yholmopa,Male,1476,1288,11,177,0,87.26287263,87.26287263,72.04968944,15.21
district,Bagmati,Kathmandu,Hyolmo/Yholmopa,Total,3086,2448,24,614,0,79.32598833,87.26287263,72.04968944,15.21
district,Bagmati,Kathmandu,Jirel,Female,350,290,2,58,0,82.85714286,93.3908046,82.85714286,10.53
district,Bagmati,Kathmandu,Jirel,Male,348,325,5,18,0,93.3908046,93.3908046,82.85714286,10.53
district,Bagmati,Kathmandu,Jirel,Total,698,615,7,76,0,88.10888252,93.3908046,82.85714286,10.53
district,Bagmati,Kathmandu,Kahar,Female,78,69,1,8,0,88.46153846,96.22641509,88.46153846,7.76
district,Bagmati,Kathmandu,Kahar,Male,106,102,1,3,0,96.22641509,96.22641509,88.46153846,7.76
district,Bagmati,Kathmandu,Kahar,Total,184,171,2,11,0,92.93478261,96.22641509,88.46153846,7.76
district,Bagmati,Kathmandu,Kalar,Female,23,19,1,3,0,82.60869565,95.12195122,82.60869565,12.51
district,Bagmati,Kathmandu,Kalar,Male,41,39,0,2,0,95.12195122,95.12195122,82.60869565,12.51
district,Bagmati,Kathmandu,Kalar,Total,64,58,1,5,0,90.625,95.12195122,82.60869565,12.51
district,Bagmati,Kathmandu,Kalwar,Female,1596,1404,4,188,0,87.96992481,94.58239278,87.96992481,6.61
district,Bagmati,Kathmandu,Kalwar,Male,2215,2095,7,113,0,94.58239278,94.58239278,87.96992481,6.61
district,Bagmati,Kathmandu,Kalwar,Total,3811,3499,11,301,0,91.8131724,94.58239278,87.96992481,6.61
district,Bagmati,Kathmandu,Kamar,Female,19,15,0,4,0,78.94736842,91.42857143,78.94736842,12.48
district,Bagmati,Kathmandu,Kamar,Male,35,32,0,3,0,91.42857143,91.42857143,78.94736842,12.48
district,Bagmati,Kathmandu,Kamar,Total,54,47,0,7,0,87.03703704,91.42857143,78.94736842,12.48
district,Bagmati,Kathmandu,Kanu,Female,370,312,4,54,0,84.32432432,91.41004862,84.32432432,7.09
district,Bagmati,Kathmandu,Kanu,Male,617,564,0,53,0,91.41004862,91.41004862,84.32432432,7.09
district,Bagmati,Kathmandu,Kanu,Total,987,876,4,107,0,88.75379939,91.41004862,84.32432432,7.09
district,Bagmati,Kathmandu,Karmarong,Female,45,27,0,18,0,60,94.02985075,60,34.03
district,Bagmati,Kathmandu,Karmarong,Male,134,126,0,8,0,94.02985075,94.02985075,60,34.03
district,Bagmati,Kathmandu,Karmarong,Total,179,153,0,26,0,85.47486034,94.02985075,60,34.03
district,Bagmati,Kathmandu,Kathabaniyan,Female,255,216,2,37,0,84.70588235,94.09937888,84.70588235,9.39
district,Bagmati,Kathmandu,Kathabaniyan,Male,322,303,1,18,0,94.09937888,94.09937888,84.70588235,9.39
district,Bagmati,Kathmandu,Kathabaniyan,Total,577,519,3,55,0,89.94800693,94.09937888,84.70588235,9.39
district,Bagmati,Kathmandu,Kayastha,Female,699,667,7,25,0,95.42203147,99.35732648,95.42203147,3.94
district,Bagmati,Kathmandu,Kayastha,Male,778,773,0,5,0,99.35732648,99.35732648,95.42203147,3.94
district,Bagmati,Kathmandu,Kayastha,Total,1477,1440,7,30,0,97.49492214,99.35732648,95.42203147,3.94
district,Bagmati,Kathmandu,Kewarat,Female,5,5,0,0,0,100,100,100,0
district,Bagmati,Kathmandu,Kewarat,Male,6,6,0,0,0,100,100,100,0
district,Bagmati,Kathmandu,Kewarat,Total,11,11,0,0,0,100,100,100,0
district,Bagmati,Kathmandu,Kewat,Female,151,137,0,14,0,90.72847682,95.08928571,90.72847682,4.36
district,Bagmati,Kathmandu,Kewat,Male,224,213,2,9,0,95.08928571,95.08928571,90.72847682,4.36
district,Bagmati,Kathmandu,Kewat,Total,375,350,2,23,0,93.33333333,95.08928571,90.72847682,4.36
district,Bagmati,Kathmandu,Khaling,Female,193,171,0,22,0,88.60103627,98.29545455,88.60103627,9.69
district,Bagmati,Kathmandu,Khaling,Male,176,173,0,3,0,98.29545455,98.29545455,88.60103627,9.69
district,Bagmati,Kathmandu,Khaling,Total,369,344,0,25,0,93.22493225,98.29545455,88.60103627,9.69
district,Bagmati,Kathmandu,Khatwe,Female,110,86,0,24,0,78.18181818,77.33333333,78.18181818,-0.85
district,Bagmati,Kathmandu,Khatwe,Male,150,116,0,34,0,77.33333333,77.33333333,78.18181818,-0.85
district,Bagmati,Kathmandu,Khatwe,Total,260,202,0,58,0,77.69230769,77.33333333,78.18181818,-0.85
district,Bagmati,Kathmandu,Khawas,Female,163,133,0,30,0,81.59509202,90,81.59509202,8.4
district,Bagmati,Kathmandu,Khawas,Male,140,126,0,14,0,90,90,81.59509202,8.4
district,Bagmati,Kathmandu,Khawas,Total,303,259,0,44,0,85.47854785,90,81.59509202,8.4
district,Bagmati,Kathmandu,Kisan,Female,11,9,0,2,0,81.81818182,94.44444444,81.81818182,12.63
district,Bagmati,Kathmandu,Kisan,Male,18,17,0,1,0,94.44444444,94.44444444,81.81818182,12.63
district,Bagmati,Kathmandu,Kisan,Total,29,26,0,3,0,89.65517241,94.44444444,81.81818182,12.63
district,Bagmati,Kathmandu,Koche,Female,12,11,0,1,0,91.66666667,90.90909091,91.66666667,-0.76
district,Bagmati,Kathmandu,Koche,Male,11,10,0,1,0,90.90909091,90.90909091,91.66666667,-0.76
district,Bagmati,Kathmandu,Koche,Total,23,21,0,2,0,91.30434783,90.90909091,91.66666667,-0.76
district,Bagmati,Kathmandu,Koiri/Kushwaha,Female,715,626,7,82,0,87.55244755,96.18421053,87.55244755,8.63
district,Bagmati,Kathmandu,Koiri/Kushwaha,Male,1520,1462,1,57,0,96.18421053,96.18421053,87.55244755,8.63
district,Bagmati,Kathmandu,Koiri/Kushwaha,Total,2235,2088,8,139,0,93.42281879,96.18421053,87.55244755,8.63
district,Bagmati,Kathmandu,Kori,Female,49,37,0,12,0,75.51020408,92.95774648,75.51020408,17.45
district,Bagmati,Kathmandu,Kori,Male,71,66,0,5,0,92.95774648,92.95774648,75.51020408,17.45
district,Bagmati,Kathmandu,Kori,Total,120,103,0,17,0,85.83333333,92.95774648,75.51020408,17.45
district,Bagmati,Kathmandu,Kshetri,Female,198756,170973,1174,26605,4,86.02155407,96.20603326,86.02155407,10.18
district,Bagmati,Kathmandu,Kshetri,Male,201715,194062,557,7093,3,96.20603326,96.20603326,86.02155407,10.18
district,Bagmati,Kathmandu,Kshetri,Total,400471,365035,1731,33698,7,91.1514192,96.20603326,86.02155407,10.18
district,Bagmati,Kathmandu,Kulung,Female,438,398,0,39,1,90.86757991,97.41935484,90.86757991,6.55
district,Bagmati,Kathmandu,Kulung,Male,465,453,1,11,0,97.41935484,97.41935484,90.86757991,6.55
district,Bagmati,Kathmandu,Kulung,Total,903,851,1,50,1,94.2414175,97.41935484,90.86757991,6.55
district,Bagmati,Kathmandu,Kumal,Female,864,751,5,108,0,86.9212963,92.67515924,86.9212963,5.75
district,Bagmati,Kathmandu,Kumal,Male,942,873,4,65,0,92.67515924,92.67515924,86.9212963,5.75
district,Bagmati,Kathmandu,Kumal,Total,1806,1624,9,173,0,89.92248062,92.67515924,86.9212963,5.75
district,Bagmati,Kathmandu,Kumhar,Female,111,89,1,21,0,80.18018018,95.45454545,80.18018018,15.27
district,Bagmati,Kathmandu,Kumhar,Male,220,210,0,10,0,95.45454545,95.45454545,80.18018018,15.27
district,Bagmati,Kathmandu,Kumhar,Total,331,299,1,31,0,90.33232628,95.45454545,80.18018018,15.27
district,Bagmati,Kathmandu,Kurmi,Female,309,254,5,50,0,82.20064725,93.03079417,82.20064725,10.83
district,Bagmati,Kathmandu,Kurmi,Male,617,574,4,39,0,93.03079417,93.03079417,82.20064725,10.83
district,Bagmati,Kathmandu,Kurmi,Total,926,828,9,89,0,89.41684665,93.03079417,82.20064725,10.83
district,Bagmati,Kathmandu,Kusunda,Female,19,17,0,2,0,89.47368421,95.83333333,89.47368421,6.36
district,Bagmati,Kathmandu,Kusunda,Male,24,23,0,1,0,95.83333333,95.83333333,89.47368421,6.36
district,Bagmati,Kathmandu,Kusunda,Total,43,40,0,3,0,93.02325581,95.83333333,89.47368421,6.36
district,Bagmati,Kathmandu,Lepcha,Female,72,62,1,9,0,86.11111111,96.07843137,86.11111111,9.97
district,Bagmati,Kathmandu,Lepcha,Male,51,49,0,2,0,96.07843137,96.07843137,86.11111111,9.97
district,Bagmati,Kathmandu,Lepcha,Total,123,111,1,11,0,90.24390244,96.07843137,86.11111111,9.97
district,Bagmati,Kathmandu,Lhomi,Female,81,65,0,16,0,80.24691358,91.30434783,80.24691358,11.06
district,Bagmati,Kathmandu,Lhomi,Male,69,63,0,6,0,91.30434783,91.30434783,80.24691358,11.06
district,Bagmati,Kathmandu,Lhomi,Total,150,128,0,22,0,85.33333333,91.30434783,80.24691358,11.06
district,Bagmati,Kathmandu,Lhopa,Female,24,17,1,6,0,70.83333333,77.27272727,70.83333333,6.44
district,Bagmati,Kathmandu,Lhopa,Male,22,17,0,5,0,77.27272727,77.27272727,70.83333333,6.44
district,Bagmati,Kathmandu,Lhopa,Total,46,34,1,11,0,73.91304348,77.27272727,70.83333333,6.44
district,Bagmati,Kathmandu,Lodh,Female,23,16,0,7,0,69.56521739,88.88888889,69.56521739,19.32
district,Bagmati,Kathmandu,Lodh,Male,27,24,0,3,0,88.88888889,88.88888889,69.56521739,19.32
district,Bagmati,Kathmandu,Lodh,Total,50,40,0,10,0,80,88.88888889,69.56521739,19.32
district,Bagmati,Kathmandu,Lohar,Female,351,281,2,68,0,80.05698006,92.81663516,80.05698006,12.76
district,Bagmati,Kathmandu,Lohar,Male,529,491,1,37,0,92.81663516,92.81663516,80.05698006,12.76
district,Bagmati,Kathmandu,Lohar,Total,880,772,3,105,0,87.72727273,92.81663516,80.05698006,12.76
district,Bagmati,Kathmandu,Loharung,Female,27,25,0,2,0,92.59259259,96.15384615,92.59259259,3.56
district,Bagmati,Kathmandu,Loharung,Male,26,25,0,1,0,96.15384615,96.15384615,92.59259259,3.56
district,Bagmati,Kathmandu,Loharung,Total,53,50,0,3,0,94.33962264,96.15384615,92.59259259,3.56
district,Bagmati,Kathmandu,Magar,Female,44568,37278,344,6945,1,83.64297254,93.59947367,83.64297254,9.96
district,Bagmati,Kathmandu,Magar,Male,42559,39835,184,2538,2,93.59947367,93.59947367,83.64297254,9.96
district,Bagmati,Kathmandu,Magar,Total,87127,77113,528,9483,3,88.50643314,93.59947367,83.64297254,9.96
district,Bagmati,Kathmandu,Majhi,Female,2503,1943,27,533,0,77.62684778,87.57662444,77.62684778,9.95
district,Bagmati,Kathmandu,Majhi,Male,2447,2143,13,291,0,87.57662444,87.57662444,77.62684778,9.95
district,Bagmati,Kathmandu,Majhi,Total,4950,4086,40,824,0,82.54545455,87.57662444,77.62684778,9.95
district,Bagmati,Kathmandu,Mali,Female,46,30,1,15,0,65.2173913,96.96969697,65.2173913,31.75
district,Bagmati,Kathmandu,Mali,Male,66,64,1,1,0,96.96969697,96.96969697,65.2173913,31.75
district,Bagmati,Kathmandu,Mali,Total,112,94,2,16,0,83.92857143,96.96969697,65.2173913,31.75
district,Bagmati,Kathmandu,Mallaha,Female,157,119,1,37,0,75.79617834,86.81672026,75.79617834,11.02
district,Bagmati,Kathmandu,Mallaha,Male,311,270,2,39,0,86.81672026,86.81672026,75.79617834,11.02
district,Bagmati,Kathmandu,Mallaha,Total,468,389,3,76,0,83.11965812,86.81672026,75.79617834,11.02
district,Bagmati,Kathmandu,Marwadi,Female,3498,3360,11,127,0,96.05488851,99.21459336,96.05488851,3.16
district,Bagmati,Kathmandu,Marwadi,Male,3947,3916,4,27,0,99.21459336,99.21459336,96.05488851,3.16
district,Bagmati,Kathmandu,Marwadi,Total,7445,7276,15,154,0,97.73002015,99.21459336,96.05488851,3.16
district,Bagmati,Kathmandu,Meche,Female,10,6,0,4,0,60,83.33333333,60,23.33
district,Bagmati,Kathmandu,Meche,Male,18,15,0,3,0,83.33333333,83.33333333,60,23.33
district,Bagmati,Kathmandu,Meche,Total,28,21,0,7,0,75,83.33333333,60,23.33
district,Bagmati,Kathmandu,Mewahang,Female,47,42,0,5,0,89.36170213,97.82608696,89.36170213,8.46
district,Bagmati,Kathmandu,Mewahang,Male,46,45,1,0,0,97.82608696,97.82608696,89.36170213,8.46
district,Bagmati,Kathmandu,Mewahang,Total,93,87,1,5,0,93.5483871,97.82608696,89.36170213,8.46
district,Bagmati,Kathmandu,Mijar,Female,5301,3984,48,1269,0,75.15563101,90.04187147,75.15563101,14.89
district,Bagmati,Kathmandu,Mijar,Male,5493,4946,24,523,0,90.04187147,90.04187147,75.15563101,14.89
district,Bagmati,Kathmandu,Mijar,Total,10794,8930,72,1792,0,82.73114693,90.04187147,75.15563101,14.89
district,Bagmati,Kathmandu,Mugal/Mugum,Female,164,136,0,28,0,82.92682927,84.76190476,82.92682927,1.84
district,Bagmati,Kathmandu,Mugal/Mugum,Male,105,89,0,16,0,84.76190476,84.76190476,82.92682927,1.84
district,Bagmati,Kathmandu,Mugal/Mugum,Total,269,225,0,44,0,83.64312268,84.76190476,82.92682927,1.84
district,Bagmati,Kathmandu,Munda,Female,8,4,0,4,0,50,75,50,25
district,Bagmati,Kathmandu,Munda,Male,12,9,0,3,0,75,75,50,25
district,Bagmati,Kathmandu,Munda,Total,20,13,0,7,0,65,75,50,25
district,Bagmati,Kathmandu,Musahar,Female,134,99,0,35,0,73.88059701,77.91411043,73.88059701,4.03
district,Bagmati,Kathmandu,Musahar,Male,163,127,1,35,0,77.91411043,77.91411043,73.88059701,4.03
district,Bagmati,Kathmandu,Musahar,Total,297,226,1,70,0,76.09427609,77.91411043,73.88059701,4.03
district,Bagmati,Kathmandu,Musalman,Female,5519,4315,53,1150,1,78.18445371,85.0463563,78.18445371,6.86
district,Bagmati,Kathmandu,Musalman,Male,10031,8531,82,1418,0,85.0463563,85.0463563,78.18445371,6.86
district,Bagmati,Kathmandu,Musalman,Total,15550,12846,135,2568,1,82.61093248,85.0463563,78.18445371,6.86
district,Bagmati,Kathmandu,Nachhiring,Female,110,97,1,12,0,88.18181818,98.01980198,88.18181818,9.84
district,Bagmati,Kathmandu,Nachhiring,Male,101,99,0,2,0,98.01980198,98.01980198,88.18181818,9.84
district,Bagmati,Kathmandu,Nachhiring,Total,211,196,1,14,0,92.89099526,98.01980198,88.18181818,9.84
district,Bagmati,Kathmandu,Newa (Newar),Female,190069,157172,1563,31334,0,82.69207498,94.14442477,82.69207498,11.45
district,Bagmati,Kathmandu,Newa (Newar),Male,182988,172273,811,9901,3,94.14442477,94.14442477,82.69207498,11.45
district,Bagmati,Kathmandu,Newa (Newar),Total,373057,329445,2374,41235,3,88.30956127,94.14442477,82.69207498,11.45
district,Bagmati,Kathmandu,Nuniya,Female,96,65,1,30,0,67.70833333,89.18918919,67.70833333,21.48
district,Bagmati,Kathmandu,Nuniya,Male,185,165,1,19,0,89.18918919,89.18918919,67.70833333,21.48
district,Bagmati,Kathmandu,Nuniya,Total,281,230,2,49,0,81.85053381,89.18918919,67.70833333,21.48
district,Bagmati,Kathmandu,Oraon/Kudukh,Female,69,53,2,14,0,76.8115942,89.88764045,76.8115942,13.08
district,Bagmati,Kathmandu,Oraon/Kudukh,Male,89,80,0,9,0,89.88764045,89.88764045,76.8115942,13.08
district,Bagmati,Kathmandu,Oraon/Kudukh,Total,158,133,2,23,0,84.17721519,89.88764045,76.8115942,13.08
district,Bagmati,Kathmandu,"Others, Foreigners & Not Stated",Female,10690,8718,74,1895,3,81.55285313,83.46068864,81.55285313,1.91
